index,date,datatype,station,value,fl_miss,fl_cmiss,country,indicator
149,2010-03-01T00:00:00,TPCP,GHCND:ARM00087121,928,0,0,Argentina,TPCP
150,2010-03-01T00:00:00,TPCP,GHCND:ARM00087148,1951,0,0,Argentina,TPCP
151,2010-03-01T00:00:00,TPCP,GHCND:ARM00087162,879,0,0,Argentina,TPCP
152,2010-03-01T00:00:00,TPCP,GHCND:ARM00087166,1326,0,0,Argentina,TPCP
153,2010-03-01T00:00:00,TPCP,GHCND:ARM00087178,946,0,0,Argentina,TPCP
154,2010-03-01T00:00:00,TPCP,GHCND:ARM00087222,5,0,0,Argentina,TPCP
155,2010-03-01T00:00:00,TPCP,GHCND:ARM00087289,1095,0,0,Argentina,TPCP
156,2010-03-01T00:00:00,TPCP,GHCND:ARM00087311,0,0,0,Argentina,TPCP
157,2010-03-01T00:00:00,TPCP,GHCND:ARM00087320,401,0,0,Argentina,TPCP
158,2010-03-01T00:00:00,TPCP,GHCND:ARM00087328,1168,0,0,Argentina,TPCP
159,2010-03-01T00:00:00,TPCP,GHCND:ARM00087349,381,0,0,Argentina,TPCP
160,2010-03-01T00:00:00,TPCP,GHCND:ARM00087395,979,0,0,Argentina,TPCP
161,2010-03-01T00:00:00,TPCP,GHCND:ARM00087416,418,0,0,Argentina,TPCP
162,2010-03-01T00:00:00,TPCP,GHCND:ARM00087436,600,0,0,Argentina,TPCP
163,2010-03-01T00:00:00,TPCP,GHCND:ARM00087448,627,0,0,Argentina,TPCP
164,2010-03-01T00:00:00,TPCP,GHCND:ARM00087453,623,0,0,Argentina,TPCP
165,2010-03-01T00:00:00,TPCP,GHCND:ARM00087467,489,0,0,Argentina,TPCP
166,2010-03-01T00:00:00,TPCP,GHCND:ARM00087480,821,0,0,Argentina,TPCP
167,2010-03-01T00:00:00,TPCP,GHCND:ARM00087497,1610,0,0,Argentina,TPCP
168,2010-03-01T00:00:00,TPCP,GHCND:ARM00087506,343,0,0,Argentina,TPCP
169,2010-03-01T00:00:00,TPCP,GHCND:ARM00087509,46,0,0,Argentina,TPCP
170,2010-03-01T00:00:00,TPCP,GHCND:ARM00087548,809,0,0,Argentina,TPCP
171,2010-03-01T00:00:00,TPCP,GHCND:ARM00087576,444,0,0,Argentina,TPCP
172,2010-03-01T00:00:00,TPCP,GHCND:ARM00087582,440,0,0,Argentina,TPCP
173,2010-03-01T00:00:00,TPCP,GHCND:ARM00087593,422,0,0,Argentina,TPCP
174,2010-03-01T00:00:00,TPCP,GHCND:ARM00087640,1067,0,0,Argentina,TPCP
175,2010-03-01T00:00:00,TPCP,GHCND:ARM00087641,1053,0,0,Argentina,TPCP
176,2010-03-01T00:00:00,TPCP,GHCND:ARM00087645,1539,0,0,Argentina,TPCP
177,2010-03-01T00:00:00,TPCP,GHCND:ARM00087648,1338,0,0,Argentina,TPCP
178,2010-03-01T00:00:00,TPCP,GHCND:ARM00087765,299,0,0,Argentina,TPCP
179,2010-03-01T00:00:00,TPCP,GHCND:ARM00087784,259,0,0,Argentina,TPCP
180,2010-03-01T00:00:00,TPCP,GHCND:ARM00087791,1296,0,0,Argentina,TPCP
181,2010-03-01T00:00:00,TPCP,GHCND:ARM00087852,30,0,0,Argentina,TPCP
182,2010-03-01T00:00:00,TPCP,GHCND:ARM00087896,170,0,0,Argentina,TPCP
183,2010-03-01T00:00:00,TPCP,GHCND:ARM00087904,0,0,0,Argentina,TPCP
184,2010-03-01T00:00:00,TPCP,GHCND:ARM00087909,257,0,0,Argentina,TPCP
185,2010-03-01T00:00:00,TPCP,GHCND:ARM00087938,248,0,0,Argentina,TPCP
186,2010-03-01T00:00:00,TPCP,GHCND:BR002554002,2611,0,0,Argentina,TPCP
187,2010-03-01T00:00:00,TPCP,GHCND:PAM00086170,226,0,0,Argentina,TPCP
188,2010-04-01T00:00:00,TPCP,GHCND:AR000000011,1005,0,0,Argentina,TPCP
189,2010-04-01T00:00:00,TPCP,GHCND:AR000087007,20,0,0,Argentina,TPCP
190,2010-04-01T00:00:00,TPCP,GHCND:AR000087078,658,0,0,Argentina,TPCP
191,2010-04-01T00:00:00,TPCP,GHCND:AR000087129,570,0,0,Argentina,TPCP
192,2010-04-01T00:00:00,TPCP,GHCND:AR000087155,333,0,0,Argentina,TPCP
193,2010-04-01T00:00:00,TPCP,GHCND:AR000087217,511,0,0,Argentina,TPCP
194,2010-04-01T00:00:00,TPCP,GHCND:AR000087257,473,0,0,Argentina,TPCP
195,2010-04-01T00:00:00,TPCP,GHCND:AR000087270,318,0,0,Argentina,TPCP
196,2010-04-01T00:00:00,TPCP,GHCND:AR000087344,378,0,0,Argentina,TPCP
197,2010-04-01T00:00:00,TPCP,GHCND:AR000087374,719,0,0,Argentina,TPCP
198,2010-04-01T00:00:00,TPCP,GHCND:AR000087418,10,0,0,Argentina,TPCP
199,2010-04-01T00:00:00,TPCP,GHCND:AR000087534,241,0,0,Argentina,TPCP
200,2010-04-01T00:00:00,TPCP,GHCND:AR000087623,140,0,0,Argentina,TPCP
201,2010-04-01T00:00:00,TPCP,GHCND:AR000087692,640,0,0,Argentina,TPCP
202,2010-04-01T00:00:00,TPCP,GHCND:AR000087715,3,0,0,Argentina,TPCP
203,2010-04-01T00:00:00,TPCP,GHCND:AR000087803,353,0,0,Argentina,TPCP
204,2010-04-01T00:00:00,TPCP,GHCND:AR000087828,3,0,0,Argentina,TPCP
205,2010-04-01T00:00:00,TPCP,GHCND:AR000087860,212,0,0,Argentina,TPCP
206,2010-04-01T00:00:00,TPCP,GHCND:AR000087925,18,0,0,Argentina,TPCP
207,2010-04-01T00:00:00,TPCP,GHCND:AR000870470,435,0,0,Argentina,TPCP
208,2010-04-01T00:00:00,TPCP,GHCND:AR000877500,325,0,0,Argentina,TPCP
209,2010-04-01T00:00:00,TPCP,GHCND:ARM00087016,305,0,0,Argentina,TPCP
210,2010-04-01T00:00:00,TPCP,GHCND:ARM00087022,365,0,0,Argentina,TPCP
211,2010-04-01T00:00:00,TPCP,GHCND:ARM00087046,200,0,0,Argentina,TPCP
212,2010-04-01T00:00:00,TPCP,GHCND:ARM00087121,693,0,0,Argentina,TPCP
213,2010-04-01T00:00:00,TPCP,GHCND:ARM00087148,465,0,0,Argentina,TPCP
214,2010-04-01T00:00:00,TPCP,GHCND:ARM00087162,663,0,0,Argentina,TPCP
215,2010-04-01T00:00:00,TPCP,GHCND:ARM00087166,466,0,0,Argentina,TPCP
216,2010-04-01T00:00:00,TPCP,GHCND:ARM00087178,1504,0,0,Argentina,TPCP
217,2010-04-01T00:00:00,TPCP,GHCND:ARM00087289,545,0,0,Argentina,TPCP
218,2010-04-01T00:00:00,TPCP,GHCND:ARM00087311,0,0,0,Argentina,TPCP
219,2010-04-01T00:00:00,TPCP,GHCND:ARM00087320,429,0,0,Argentina,TPCP
220,2010-04-01T00:00:00,TPCP,GHCND:ARM00087328,691,0,0,Argentina,TPCP
221,2010-04-01T00:00:00,TPCP,GHCND:ARM00087349,533,0,0,Argentina,TPCP
222,2010-04-01T00:00:00,TPCP,GHCND:ARM00087395,405,0,0,Argentina,TPCP
223,2010-04-01T00:00:00,TPCP,GHCND:ARM00087416,170,0,0,Argentina,TPCP
224,2010-04-01T00:00:00,TPCP,GHCND:ARM00087436,5,0,0,Argentina,TPCP
225,2010-04-01T00:00:00,TPCP,GHCND:ARM00087448,150,0,0,Argentina,TPCP
226,2010-04-01T00:00:00,TPCP,GHCND:ARM00087453,1023,0,0,Argentina,TPCP
227,2010-04-01T00:00:00,TPCP,GHCND:ARM00087467,1181,0,0,Argentina,TPCP
228,2010-04-01T00:00:00,TPCP,GHCND:ARM00087480,741,0,0,Argentina,TPCP
229,2010-04-01T00:00:00,TPCP,GHCND:ARM00087497,587,0,0,Argentina,TPCP
230,2010-04-01T00:00:00,TPCP,GHCND:ARM00087548,459,0,0,Argentina,TPCP
231,2010-04-01T00:00:00,TPCP,GHCND:ARM00087576,663,0,0,Argentina,TPCP
232,2010-04-01T00:00:00,TPCP,GHCND:ARM00087582,651,0,0,Argentina,TPCP
233,2010-04-01T00:00:00,TPCP,GHCND:ARM00087593,627,0,0,Argentina,TPCP
234,2010-04-01T00:00:00,TPCP,GHCND:ARM00087640,351,0,0,Argentina,TPCP
235,2010-04-01T00:00:00,TPCP,GHCND:ARM00087641,371,0,0,Argentina,TPCP
236,2010-04-01T00:00:00,TPCP,GHCND:ARM00087645,312,0,0,Argentina,TPCP
237,2010-04-01T00:00:00,TPCP,GHCND:ARM00087648,1024,0,0,Argentina,TPCP
238,2010-04-01T00:00:00,TPCP,GHCND:ARM00087765,294,0,0,Argentina,TPCP
239,2010-04-01T00:00:00,TPCP,GHCND:ARM00087784,171,0,0,Argentina,TPCP
240,2010-04-01T00:00:00,TPCP,GHCND:ARM00087791,163,0,0,Argentina,TPCP
241,2010-04-01T00:00:00,TPCP,GHCND:ARM00087852,0,0,0,Argentina,TPCP
242,2010-04-01T00:00:00,TPCP,GHCND:ARM00087896,46,0,0,Argentina,TPCP
243,2010-04-01T00:00:00,TPCP,GHCND:ARM00087904,89,0,0,Argentina,TPCP
244,2010-04-01T00:00:00,TPCP,GHCND:ARM00087909,51,0,0,Argentina,TPCP
245,2010-04-01T00:00:00,TPCP,GHCND:ARM00087938,413,0,0,Argentina,TPCP
246,2010-04-01T00:00:00,TPCP,GHCND:BR002554002,1380,0,0,Argentina,TPCP
247,2010-04-01T00:00:00,TPCP,GHCND:PAM00086170,352,0,0,Argentina,TPCP
248,2010-05-01T00:00:00,TPCP,GHCND:AR000000011,1395,0,0,Argentina,TPCP
249,2010-05-01T00:00:00,TPCP,GHCND:AR000087007,0,0,0,Argentina,TPCP
250,2010-05-01T00:00:00,TPCP,GHCND:AR000087078,1443,0,0,Argentina,TPCP
251,2010-05-01T00:00:00,TPCP,GHCND:AR000087129,147,0,0,Argentina,TPCP
252,2010-05-01T00:00:00,TPCP,GHCND:AR000087155,2061,0,0,Argentina,TPCP
253,2010-05-01T00:00:00,TPCP,GHCND:AR000087217,162,0,0,Argentina,TPCP
254,2010-05-01T00:00:00,TPCP,GHCND:AR000087257,411,0,0,Argentina,TPCP
255,2010-05-01T00:00:00,TPCP,GHCND:AR000087270,1538,0,0,Argentina,TPCP
256,2010-05-01T00:00:00,TPCP,GHCND:AR000087344,382,0,0,Argentina,TPCP
257,2010-05-01T00:00:00,TPCP,GHCND:AR000087374,1006,0,0,Argentina,TPCP
258,2010-05-01T00:00:00,TPCP,GHCND:AR000087418,137,0,0,Argentina,TPCP
259,2010-05-01T00:00:00,TPCP,GHCND:AR000087534,143,0,0,Argentina,TPCP
260,2010-05-01T00:00:00,TPCP,GHCND:AR000087623,13,0,0,Argentina,TPCP
261,2010-05-01T00:00:00,TPCP,GHCND:AR000087692,627,0,0,Argentina,TPCP
262,2010-05-01T00:00:00,TPCP,GHCND:AR000087715,330,0,0,Argentina,TPCP
263,2010-05-01T00:00:00,TPCP,GHCND:AR000087803,158,0,0,Argentina,TPCP
264,2010-05-01T00:00:00,TPCP,GHCND:AR000087828,82,0,0,Argentina,TPCP
265,2010-05-01T00:00:00,TPCP,GHCND:AR000087860,5,0,0,Argentina,TPCP
266,2010-05-01T00:00:00,TPCP,GHCND:AR000087925,154,0,0,Argentina,TPCP
267,2010-05-01T00:00:00,TPCP,GHCND:AR000870470,90,0,0,Argentina,TPCP
268,2010-05-01T00:00:00,TPCP,GHCND:AR000877500,60,0,0,Argentina,TPCP
269,2010-05-01T00:00:00,TPCP,GHCND:ARM00087016,257,0,0,Argentina,TPCP
270,2010-05-01T00:00:00,TPCP,GHCND:ARM00087022,297,0,0,Argentina,TPCP
271,2010-05-01T00:00:00,TPCP,GHCND:ARM00087046,54,0,0,Argentina,TPCP
272,2010-05-01T00:00:00,TPCP,GHCND:ARM00087121,266,0,0,Argentina,TPCP
273,2010-05-01T00:00:00,TPCP,GHCND:ARM00087148,1631,0,0,Argentina,TPCP
274,2010-05-01T00:00:00,TPCP,GHCND:ARM00087162,1725,0,0,Argentina,TPCP
275,2010-05-01T00:00:00,TPCP,GHCND:ARM00087166,2131,0,0,Argentina,TPCP
276,2010-05-01T00:00:00,TPCP,GHCND:ARM00087178,1595,0,0,Argentina,TPCP
277,2010-05-01T00:00:00,TPCP,GHCND:ARM00087222,119,0,0,Argentina,TPCP
278,2010-05-01T00:00:00,TPCP,GHCND:ARM00087289,1492,0,0,Argentina,TPCP
279,2010-05-01T00:00:00,TPCP,GHCND:ARM00087311,131,0,0,Argentina,TPCP
280,2010-05-01T00:00:00,TPCP,GHCND:ARM00087320,475,0,0,Argentina,TPCP
281,2010-05-01T00:00:00,TPCP,GHCND:ARM00087328,296,0,0,Argentina,TPCP
282,2010-05-01T00:00:00,TPCP,GHCND:ARM00087349,198,0,0,Argentina,TPCP
283,2010-05-01T00:00:00,TPCP,GHCND:ARM00087395,951,0,0,Argentina,TPCP
284,2010-05-01T00:00:00,TPCP,GHCND:ARM00087416,160,0,0,Argentina,TPCP
285,2010-05-01T00:00:00,TPCP,GHCND:ARM00087436,445,0,0,Argentina,TPCP
286,2010-05-01T00:00:00,TPCP,GHCND:ARM00087448,320,0,0,Argentina,TPCP
287,2010-05-01T00:00:00,TPCP,GHCND:ARM00087453,101,0,0,Argentina,TPCP
288,2010-05-01T00:00:00,TPCP,GHCND:ARM00087467,560,0,0,Argentina,TPCP
289,2010-05-01T00:00:00,TPCP,GHCND:ARM00087480,793,0,0,Argentina,TPCP
